gene	head	arms	legs	pelvis	fn	ls	breadth	peak	min_z	specificity	layer	chr	gene_start	gene_end
SLC22A10	0.63212	0.29162	0.72388	-0.031256	-0.93186	0.17903	0	0.72388	-0.93186	0.09175999999999995	rest	11	63057372	63079246
SLC22A9	0.84629	0.27695	0.81025	-0.078039	-0.46738	0.25177	0	0.84629	-0.46738	0.03603999999999996	rest	11	63137142	63177731
HRASLS5	-0.12062	1.822	1.5828	0.64329	0.86099	1.3568	0	1.822	-0.12062	0.23920000000000008	rest	11	63228876	63258680
LGALS12	-0.080828	1.0875	0.44183	0.30058	-0.18535	0.052999	0	1.0875	-0.18535	0.64567	rest	11	63273524	63284246
RARRES3	0.954	1.2732	-0.3856	1.0022	-0.75908	0.35875	0	1.2732	-0.75908	0.27100000000000013	rest	11	63304273	63313930
HRASLS2	2.7555	1.6475	0.59803	1.2435	0.5903	1.6112	1	2.7555	0.5903	1.108	rest	11	63320242	63330855
PLA2G16	2.101	2.1282	0.66794	1.2836	0.54623	1.7505	2	2.1282	0.54623	0.027200000000000113	rest	11	63341934	63381941
ATL3	1.2663	2.1227	0.57337	1.2671	-0.2554	1.2111	1	2.1227	-0.2554	0.8556000000000001	rest	11	63391554	63439533
RTN3	1.244	2.185	0.45355	1.2839	-0.32079	1.2779	1	2.185	-0.32079	0.9011	rest	11	63448922	63527363
C11orf95	1.289	2.2777	0.27785	1.2737	-0.061076	1.3288	1	2.2777	-0.061076	0.9488999999999999	rest	11	63527364	63536113
C11orf84	1.5733	2.2008	0.008385	1.0575	-0.32872	1.2316	1	2.2008	-0.32872	0.6275000000000002	rest	11	63580846	63595190
MARK2	2.1881	0.74765	-0.13322	1.7725	-0.27299	2.3315	2	2.3315	-0.27299	0.1434000000000002	rest	11	63606400	63678492
RCOR2	0.61507	-1.0216	-0.6051	1.6692	-1.7916	1.7811	0	1.7811	-1.7916	0.11189999999999989	rest	11	63678693	63684407
NAA40	0.59657	-0.21672	0.088402	1.6578	-1.5851	1.7662	0	1.7662	-1.5851	0.10840000000000005	rest	11	63706442	63724799
COX8A	0.91134	0.095549	0.63937	1.4611	-1.4714	1.4882	0	1.4882	-1.4714	0.027099999999999902	rest	11	63742079	63744015
OTUB1	1.041	0.08427	0.82576	1.4412	-0.42524	1.5396	0	1.5396	-0.42524	0.09840000000000004	rest	11	63753325	63765892
MACROD1	2.119	-1.0382	-0.24285	1.9437	-0.36964	0.2449	1	2.119	-1.0382	0.17530000000000023	rest	11	63766006	63933602
FLRT1	1.8144	-1.1942	-0.50289	2.0306	-0.23049	0.27256	1	2.0306	-1.1942	0.21620000000000017	rest	11	63803442	63886655
STIP1	2.1362	-0.54645	0.20513	1.5972	-0.37628	0.29792	1	2.1362	-0.54645	0.5390000000000001	rest	11	63952206	63972020
FERMT3	1.9801	-0.77366	0.14239	1.8141	-0.31337	0.4168	0	1.9801	-0.77366	0.16599999999999993	rest	11	63974152	63991363
NUDT22	1.7731	-0.83063	0.34633	1.8976	0.03647	0.49615	0	1.8976	-0.83063	0.12450000000000006	rest	11	63993730	63997491
DNAJC4	1.8595	-0.79837	0.39356	1.9014	0.1072	0.52509	0	1.9014	-0.79837	0.04190000000000005	rest	11	63997594	64001753
VEGFB	1.861	-0.84785	0.50596	1.963	0.28697	0.59042	0	1.963	-0.84785	0.10200000000000009	rest	11	64002056	64006736
FKBP2	1.7492	-0.81394	0.49351	2.0053	0.30746	0.71925	1	2.0053	-0.81394	0.2561	rest	11	64008413	64011607
TRPT1	1.8552	-0.90969	0.57396	1.9757	0.58423	0.69517	0	1.9757	-0.90969	0.12050000000000005	rest	11	63991271	63993726
PLCB3	1.9393	-0.43303	0.75646	1.8865	0.69583	0.64704	0	1.9393	-0.43303	0.05279999999999996	rest	11	64018995	64036924
PPP1R14B	2.0133	-0.056097	0.9061	1.8626	0.8552	0.82348	1	2.0133	-0.056097	0.15070000000000006	rest	11	64011951	64014413
GPR137	2.4538	0.055103	0.53745	0.93666	0.52421	0.25702	1	2.4538	0.055103	1.5171400000000002	rest	11	64051781	64056972
KCNK4	2.6224	0.39231	0.85495	0.84048	0.64517	0.038294	1	2.6224	0.038294	1.7674499999999997	rest	11	64058774	64067503
BAD	2.4855	0.6211	0.8505	0.68504	0.2466	0.052087	1	2.4855	0.052087	1.635	rest	11	64037300	64052176
TEX40	2.4522	0.53537	0.87438	0.96348	0.41284	0.26893	1	2.4522	0.26893	1.4887199999999998	rest	11	64067863	64072239
ESRRA	2.1849	0.57279	0.64389	0.67011	0.13591	0.19907	1	2.1849	0.13591	1.5147899999999999	rest	11	64072990	64084215
PRDX5	2.2096	0.91264	0.59246	0.70149	-0.055635	0.23026	1	2.2096	-0.055635	1.29696	rest	11	64085347	64089295
CCDC88B	2.2892	1.1005	1.1151	1.2027	0.98084	-0.0036804	1	2.2892	-0.0036804	1.0865	rest	11	64107690	64125006
TRMT112	2.1243	1.1587	1.2441	1.0989	1.1593	0.082573	1	2.1243	0.082573	0.8801999999999999	rest	11	64084163	64085455
RPS6KA4	2.3124	0.99195	1.3513	1.3142	1.7539	0.42513	1	2.3124	0.42513	0.5584999999999998	rest	11	64126625	64139687
SLC22A11	-1.8465	-0.042696	-0.87652	-0.19872	-0.81745	-0.79535	0	-0.042696	-1.8465	0.156024	rest	11	64323098	64339002
SLC22A12	0.57095	0.073221	-0.84017	-1.2717	-0.76891	-1.1259	0	0.57095	-1.2717	0.497729	rest	11	64358113	64369825
NRXN2	0.64806	1.0394	0.83743	-0.10229	0.19266	-0.20274	0	1.0394	-0.20274	0.2019700000000001	rest	11	64373646	64490660
RASGRP2	0.1907	1.7903	0.67753	-0.0063375	0.5814	0.35811	0	1.7903	-0.0063375	1.11277	rest	11	64494383	64512928
PYGM	0.15839	1.6185	0.18524	-0.062608	0.41039	0.30218	0	1.6185	-0.062608	1.20811	rest	11	64513861	64528187
SF1	0.21014	1.3452	0.73723	0.69687	1.0832	0.76542	0	1.3452	0.21014	0.262	rest	11	64532076	64546515
MAP4K2	-1.6165	0.37678	-0.74758	-0.6453	0.082608	-0.54317	0	0.37678	-1.6165	0.294172	rest	11	64556609	64570720
MEN1	-1.5689	-0.036532	-1.0112	-1.0146	0.058472	-0.93854	0	0.058472	-1.5689	0.095004	rest	11	64570986	64578766
CDC42BPG	-1.1675	-2.8831	-0.098845	-0.043529	0.99419	-0.7855	0	0.99419	-2.8831	1.037719	rest	11	64591661	64612041
EHD1	-0.38835	-2.3177	0.59477	0.503	1.1462	-0.84422	0	1.1462	-2.3177	0.5514300000000001	rest	11	64620206	64647181
ATG2A	-0.98207	-0.052294	0.30915	0.10101	0.65854	-1.9345	0	0.65854	-1.9345	0.34939000000000003	rest	11	64662004	64684722
PPP2R5B	-0.83505	-0.082267	0.38555	0.27449	0.7959	-1.8974	0	0.7959	-1.8974	0.41035000000000005	rest	11	64692143	64701950
GPHA2	-1.5628	0.020454	-0.32749	-0.75756	0.3227	-2.0617	0	0.3227	-2.0617	0.302246	rest	11	64701943	64703360
C11orf85	-0.9669	0.34619	-0.19122	-0.26157	0.46762	-2.0483	0	0.46762	-2.0483	0.12142999999999998	rest	11	64705702	64739565
BATF2	-0.21391	0.1479	-0.6575	-0.34178	-0.32648	-1.6698	0	0.1479	-1.6698	0.36180999999999996	rest	11	64755417	64765060
ARL2	-0.13039	0.2351	-0.58659	-0.24209	-0.24942	-1.6579	0	0.2351	-1.6579	0.36549	rest	11	64781585	64789657
SNX15	-0.30418	-0.41329	0.39115	-0.37757	0.15335	-1.6177	0	0.39115	-1.6177	0.2378	rest	11	64794880	64808044
SAC3D1	-0.5079	-2.0784	0.16373	-2.0708	-0.24539	-1.5286	0	0.16373	-2.0784	0.40912	rest	11	64808376	64812300
NAALADL1	-0.62374	-0.40807	0.92634	-1.271	0.056834	-1.0114	0	0.92634	-1.271	0.869506	rest	11	64812295	64826009
ZFPL1	-0.50729	-0.11477	0.78768	-0.93867	-0.10571	-0.83352	0	0.78768	-0.93867	0.89339	rest	11	64851694	64855874
CDCA5	-0.44165	0.15143	0.87368	-0.82024	-0.21181	-0.7417	0	0.87368	-0.82024	0.7222500000000001	rest	11	64833772	64851635
VPS51	-0.3418	0.12938	0.81561	-1.1778	-0.42183	-0.79597	0	0.81561	-1.1778	0.6862299999999999	rest	11	64863587	64879332
TM7SF2	-0.38874	0.27711	0.87055	-0.72197	-0.30233	-0.94616	0	0.87055	-0.94616	0.59344	rest	11	64879326	64883707
TMEM262	-0.54184	0.28957	0.98177	-0.59912	-0.23351	-0.84064	0	0.98177	-0.84064	0.6922	rest	11	64855844	64856583
MRPL49	-0.64423	0.13925	1.0525	-0.93128	-0.24856	-1.0141	0	1.0525	-1.0141	0.91325	rest	11	64889655	64894841
ZNHIT2	-0.7217	0.67305	1.4949	-0.70495	-0.10766	-1.2241	0	1.4949	-1.2241	0.8218499999999999	rest	11	64883875	64885170
FAU	-0.74524	0.40094	1.2364	-1.1059	-0.342	-1.2503	0	1.2364	-1.2503	0.8354599999999999	rest	11	64888099	64889672
SYVN1	-0.72478	1.0876	1.9277	-0.6307	0.24129	-1.7993	0	1.9277	-1.7993	0.8401000000000001	rest	11	64894751	64902285
SPDYC	-0.28928	1.7423	1.9031	-0.13606	0.25297	-1.7907	0	1.9031	-1.7907	0.16080000000000005	rest	11	64937707	64940688
CAPN1	-0.30893	1.6479	1.4814	-0.009197	0.34213	-0.86476	0	1.6479	-0.86476	0.16649999999999987	rest	11	64948686	64979477
SLC22A20	-0.12666	1.4501	1.7701	0.93635	0.93039	-0.11395	0	1.7701	-0.12666	0.32000000000000006	rest	11	64981311	65010579
POLA2	-0.33071	1.2426	2.6784	1.4859	1.5813	0.23104	1	2.6784	-0.33071	1.0971	rest	11	65029432	65065088
CDC42EP2	-0.75472	1.0804	2.5174	1.4436	1.2858	-0.27123	1	2.5174	-0.75472	1.0737999999999999	rest	11	65082289	65089900
DPF2	-0.96433	1.1409	2.1594	1.7635	1.1758	-0.72815	1	2.1594	-0.96433	0.39590000000000014	rest	11	65101225	65120451
TIGD3	-0.73797	1.1962	2.0242	1.8541	1.1172	-0.98168	1	2.0242	-0.98168	0.17009999999999992	rest	11	65122282	65125084
FRMD8	0.7391	3.3511	3.2494	3.1576	1.4631	0.71435	3	3.3511	0.71435	0.10170000000000012	rest	11	65154041	65180996
SLC25A45	1.1713	3.4296	3.2534	2.9869	1.4583	1.1303	3	3.4296	1.1303	0.17620000000000013	rest	11	65142663	65151172
LOC101927789	0.90022	3.045	3.3771	3.4012	3.0022	1.4258	4	3.4012	0.90022	0.024099999999999788	rest	11	65222309	65234144
SCYL1	-0.90348	3.207	3.509	3.5835	2.5433	0.91491	4	3.5835	-0.90348	0.07450000000000001	rest	11	65292537	65306182
LTBP3	-0.5275	3.8411	3.5964	4.3345	3.0503	1.9731	4	4.3345	-0.5275	0.4934000000000003	rest	11	65306030	65325858
SSSCA1	-0.25509	3.8321	3.4488	4.1548	2.663	1.669	4	4.1548	-0.25509	0.32269999999999976	rest	11	65336651	65340075
FAM89B	-0.22851	3.8687	3.4564	4.2195	2.74	1.8707	4	4.2195	-0.22851	0.3508	rest	11	65339820	65341669
EHBP1L1	-0.14731	3.5887	3.4433	4.3664	3.0667	2.4013	5	4.3664	-0.14731	0.7776999999999998	rest	11	65343509	65360121
PCNXL3	0.84764	2.827	3.1956	3.9567	3.2417	2.8688	5	3.9567	0.84764	0.7150000000000003	rest	11	65383686	65404910
KCNK7	0.48187	2.8061	2.9963	3.8824	2.9657	2.6821	5	3.8824	0.48187	0.8860999999999999	rest	11	65360326	65363467
MAP3K11	1.0163	2.8189	3.2612	4.026	3.2645	2.947	5	4.026	1.0163	0.7614999999999998	rest	11	65365226	65381720
SIPA1	1.6823	2.2786	3.4037	3.4851	3.6125	3.129	5	3.6125	1.6823	0.12739999999999974	rest	11	65405578	65418391
RELA	1.2309	1.8886	3.2175	2.81	3.3969	2.165	4	3.3969	1.2309	0.17940000000000023	rest	11	65421067	65430443
KAT5	1.2487	2.129	3.4169	3.0319	3.5495	2.4073	5	3.5495	1.2487	0.13260000000000005	rest	11	65479473	65487077
RNASEH2C	0.93494	1.95	3.0556	2.4686	3.0132	1.909	3	3.0556	0.93494	0.042400000000000215	rest	11	65485144	65488409
OVOL1	1.5368	3.5282	4.6035	3.9196	4.7072	3.5494	5	4.7072	1.5368	0.1036999999999999	rest	11	65554505	65564690
AP5B1	1.4787	3.4252	4.6231	3.859	4.6685	3.5068	5	4.6685	1.4787	0.045399999999999885	rest	11	65541369	65548062
SNX32	1.3284	1.8914	3.1671	2.7542	3.822	3.1137	4	3.822	1.3284	0.6549	rest	11	65601305	65621578
LOC101927853	1.298	2.0457	3.0177	2.7026	3.7262	3.2601	5	3.7262	1.298	0.46609999999999996	rest	11	65590493	65600968
MUS81	1.3839	1.8778	2.6178	2.5087	3.4346	3.0106	4	3.4346	1.3839	0.42399999999999993	rest	11	65627872	65633914
CFL1	1.1955	1.8492	1.6605	1.4024	1.6258	1.8692	0	1.8692	1.1955	0.020000000000000018	rest	11	65622282	65625804
CTSW	1.1955	1.8492	1.6605	1.4024	1.6258	1.8692	0	1.8692	1.1955	0.020000000000000018	rest	11	65647284	65651212
CCDC85B	1.052	1.6749	1.7295	1.4286	1.8351	1.8806	0	1.8806	1.052	0.045500000000000096	rest	11	65657875	65659106
EFEMP2	1.2248	1.8255	1.8645	1.4875	1.8405	1.9645	0	1.9645	1.2248	0.09999999999999987	rest	11	65633912	65640405
FIBP	1.4578	1.3185	1.9175	1.2926	1.4757	1.5553	0	1.9175	1.2926	0.3622000000000001	rest	11	65651211	65656010
FOSL1	1.4216	0.59484	1.681	1.2497	1.0437	1.0878	0	1.681	0.59484	0.2594000000000001	rest	11	65659616	65667997
DRAP1	1.4803	0.64503	1.4044	1.3004	0.96711	1.163	0	1.4803	0.64503	0.07589999999999986	rest	11	65686728	65689048
C11orf68	1.0647	-1.4334	1.0525	1.0757	0.23344	0.46837	0	1.0757	-1.4334	0.01100000000000012	rest	11	65684281	65686531
TSGA10IP	0.8947	-1.8923	1.1871	1.0221	0.30465	0.25319	0	1.1871	-1.8923	0.16500000000000004	rest	11	65713115	65727434
SART1	0.65557	-0.50169	1.6903	1.0556	0.76108	0.3272	0	1.6903	-0.50169	0.6346999999999998	rest	11	65729160	65747607
BANF1	0.44016	-0.34652	1.6617	0.94438	0.85152	0.18236	0	1.6617	-0.34652	0.71732	rest	11	65769550	65771617
CST6	0.25501	-0.52723	1.6422	0.8825	0.78222	-0.012194	0	1.6422	-0.52723	0.7597000000000002	rest	11	65779462	65780976
EIF1AD	-0.16038	-0.80199	1.7279	0.59887	0.7605	-0.43516	0	1.7279	-0.80199	0.9674	rest	11	65764016	65769637
CATSPER1	-1.0935	-0.98489	1.7797	-0.086825	0.7143	-0.86001	0	1.7797	-1.0935	1.0654	rest	11	65784223	65793988
SF3B2	-1.128	-1.2742	1.3694	-0.9207	0.098496	-1.7691	0	1.3694	-1.7691	1.270904	rest	11	65819264	65836382
GAL3ST3	-1.1333	-1.1902	1.2121	-0.93426	0.0035178	-1.8496	0	1.2121	-1.8496	1.2085822	rest	11	65808236	65816651
PACS1	-1.1411	-0.7826	0.26915	0.22312	0.19191	-0.79364	0	0.26915	-1.1411	0.04602999999999999	rest	11	65837747	66012218
KLC2	-0.61013	-0.039392	0.37885	0.98092	0.81584	-0.34393	0	0.98092	-0.61013	0.16508	rest	11	66024765	66035332
RAB1B	-0.80203	-0.058594	0.22077	0.73301	0.32793	-0.36595	0	0.73301	-0.80203	0.40508000000000005	rest	11	66036056	66044963
CNIH2	-0.85967	-0.036438	0.34733	0.68662	0.31681	-0.53437	0	0.68662	-0.85967	0.33929	rest	11	66045672	66051685
TMEM151A	-0.20065	0.66057	0.45863	0.64297	0.49866	-0.6577	0	0.66057	-0.6577	0.01759999999999995	rest	11	66059373	66064135
YIF1A	0.55142	1.2169	0.57303	0.79253	0.91119	-0.21714	0	1.2169	-0.21714	0.30571000000000004	rest	11	66052051	66056638
CD248	0.64236	0.79077	0.43313	0.89155	1.6186	0.11645	0	1.6186	0.11645	0.7270500000000001	rest	11	66081958	66084515
RIN1	0.46337	0.85057	0.69626	0.98252	1.9749	0.47891	0	1.9749	0.46337	0.9923800000000002	rest	11	66099535	66104000
BRMS1	0.23344	1.0121	0.71771	0.85988	2.1143	0.54112	1	2.1143	0.23344	1.1022	rest	11	66104804	66112596
B4GAT1	0.41576	1.1195	0.71659	1.0656	2.2137	0.7461	1	2.2137	0.41576	1.0941999999999998	rest	11	66112843	66115161
SLC29A2	0.42557	1.368	0.90813	1.2963	2.4059	0.94957	1	2.4059	0.42557	1.0378999999999998	rest	11	66129992	66139961
NPAS4	0.43836	0.72177	0.28894	1.3351	1.963	0.7631	0	1.963	0.28894	0.6279000000000001	rest	11	66188475	66194177
MRPL11	-0.92891	-0.49852	-0.28163	-0.036437	0.2853	0.1931	0	0.2853	-0.92891	0.0922	rest	11	66202550	66206310
PELI3	-0.62166	-0.32105	-0.12045	0.10767	0.44607	0.3128	0	0.44607	-0.62166	0.13327	rest	11	66233798	66244808
DPP3	-0.039478	-0.22336	-0.3336	0.082541	0.23718	0.13018	0	0.23718	-0.3336	0.10700000000000001	rest	11	66247484	66277130
BBS1	0.19305	-0.11233	-0.3175	0.026873	0.18689	0.21177	0	0.21177	-0.3175	0.018720000000000014	rest	11	66278077	66301084
ZDHHC24	-0.03864	0.039947	-0.71859	-0.46767	0.35181	0.32897	0	0.35181	-0.71859	0.022840000000000027	rest	11	66288854	66313709
ACTN3	-0.011222	0.026296	-0.64905	-0.55259	0.38259	0.19934	0	0.38259	-0.64905	0.18325	rest	11	66314312	66330799
CTSF	0.0042511	0.2911	-0.75181	-0.49124	0.28105	0.61879	0	0.61879	-0.75181	0.3276899999999999	rest	11	66330935	66336047
CCS	0.031087	0.39449	-0.8996	-0.4042	0.027652	0.94703	0	0.94703	-0.8996	0.55254	rest	11	66360630	66373490
CCDC87	0.005277	0.65303	-1.0731	0.014831	-0.16661	1.0355	0	1.0355	-1.0731	0.3824700000000001	rest	11	66357640	66360554
RBM14	0.17693	0.5334	-1.2006	-0.16247	-0.20518	0.97303	0	0.97303	-1.2006	0.43962999999999997	rest	11	66384053	66397405
RBM14-RBM4	0.14291	0.45025	-1.2282	-0.125	-0.48648	0.93861	0	0.93861	-1.2282	0.48836000000000007	rest	11	66384053	66413944
RBM4	0.10165	0.39734	-1.0123	-0.081048	-0.022977	1.0391	0	1.0391	-1.0123	0.6417599999999999	rest	11	66406088	66435856
RBM4B	0.30243	0.47278	-0.32972	-0.18673	0.29101	0.86198	0	0.86198	-0.32972	0.3892	rest	11	66432469	66445348
SPTBN2	-0.022902	0.14953	-0.44613	-0.10107	0.17534	0.82376	0	0.82376	-0.44613	0.64842	rest	11	66449967	66496716
C11orf80	-0.4681	-0.1881	-0.66704	-0.2816	-0.32066	0.79511	0	0.79511	-0.66704	0.9832099999999999	rest	11	66512207	66613997
RCE1	-0.64226	-0.7492	-0.53328	-0.52499	-0.40969	0.12588	0	0.12588	-0.7492	0.53557	rest	11	66610883	66614003
LRFN4	-0.80048	-0.29026	-0.34019	-0.36902	-0.26196	-0.10068	0	-0.10068	-0.80048	0.16128000000000003	rest	11	66624558	66627946
PC	-1.4079	-0.26802	-0.59321	-1.321	0.07239	-0.57553	0	0.07239	-1.4079	0.34041	rest	11	66615993	66725847
C11orf86	-0.53294	0.48532	0.60333	-0.77225	0.37049	-0.27027	0	0.60333	-0.77225	0.11801000000000006	rest	11	66742754	66744479
SYT12	0.45989	0.74704	0.47525	-0.24513	-0.69537	-0.80003	0	0.74704	-0.80003	0.27179000000000003	rest	11	66790190	66818334
RHOD	0.8513	-0.50486	0.4264	0.17935	-0.86335	0.60165	0	0.8513	-0.86335	0.24964999999999993	rest	11	66824289	66839488
KDM2A	2.6444	-0.15659	-0.40181	-0.56303	-0.56614	0.55851	1	2.6444	-0.56614	2.08589	rest	11	66886740	67025553
ADRBK1	2.7682	-0.30735	0.082073	-0.10346	-0.32143	0.48104	1	2.7682	-0.32143	2.28716	rest	11	67033905	67054029
ANKRD13D	2.7814	-0.57016	-0.076118	-0.77117	-0.84703	0.3083	1	2.7814	-0.84703	2.4731	rest	11	67056762	67069955
SSH3	2.49	-0.79672	0.065862	-0.42265	-0.5682	-0.1468	1	2.49	-0.79672	2.424138	rest	11	67070919	67080078
POLD4	2.9121	-0.25967	0.85607	0.31831	-1.1928	-0.1754	1	2.9121	-1.1928	2.0560300000000002	rest	11	67118236	67121067
CLCF1	3.2256	0.54992	1.1271	0.16029	-1.1054	0.077002	1	3.2256	-1.1054	2.0985	rest	11	67131635	67141648
RAD9A	3.2912	0.69949	1.2301	0.11479	-0.91344	-0.061945	1	3.2912	-0.91344	2.0610999999999997	rest	11	67159423	67165883
TBC1D10C	3.0316	0.45927	0.71214	-0.09531	-1.2082	-0.23686	1	3.0316	-1.2082	2.3194600000000003	rest	11	67171384	67177561
CARNS1	2.8202	0.86314	1.2646	0.50361	-0.90024	-0.24902	1	2.8202	-0.90024	1.5555999999999999	rest	11	67183149	67193078
PPP1CA	2.6245	0.95746	1.3255	0.62531	-0.85795	-0.35631	1	2.6245	-0.85795	1.299	rest	11	67165652	67169376
RPS6KB2	2.1965	1.1095	1.5506	1.0509	-0.67664	-0.53887	1	2.1965	-0.67664	0.6458999999999999	rest	11	67195935	67202879
CABP4	1.9155	1.474	1.8278	1.5575	0.21613	-0.83047	0	1.9155	-0.83047	0.08769999999999989	rest	11	67219886	67229245
PTPRCAP	0.96998	1.5907	1.8229	1.7135	0.49533	-1.536	0	1.8229	-1.536	0.10939999999999994	rest	11	67202981	67205153
CORO1B	1.1044	1.5428	1.5261	1.5647	0.31739	-1.3142	0	1.5647	-1.3142	0.02190000000000003	rest	11	67205518	67211371
GPR152	1.4632	1.2426	1.0891	1.5191	0.34204	-1.1221	0	1.5191	-1.1221	0.05589999999999984	rest	11	67218772	67220200
AIP	1.3029	1.2417	1.1358	1.5963	0.30677	-1.2769	0	1.5963	-1.2769	0.2934000000000001	rest	11	67250505	67258579
TMEM134	1.2965	1.2292	1.1082	1.517	0.32406	-1.4003	0	1.517	-1.4003	0.22049999999999992	rest	11	67231819	67236748
PITPNM1	1.3652	0.96341	1.7937	2.0922	1.3678	-1.4633	1	2.0922	-1.4633	0.2985	rest	11	67259231	67272843
CDK2AP2	1.5826	0.71964	1.633	1.9797	1.4246	-1.2424	0	1.9797	-1.2424	0.3467	rest	11	67273961	67276199
CABP2	1.5431	0.93043	1.2877	2.0179	1.1786	-0.99944	1	2.0179	-0.99944	0.4748000000000001	rest	11	67286418	67291085
GSTP1	1.4051	1.6577	1.3549	2.9279	2.188	0.15783	2	2.9279	0.15783	0.7399	rest	11	67351066	67354125
NDUFV1	2.4899	2.341	1.8225	3.3559	3.0193	0.85626	4	3.3559	0.85626	0.33660000000000023	rest	11	67374323	67380012
NUDT8	2.901	1.9363	1.1788	2.1777	2.5432	0.7942	3	2.901	0.7942	0.3577999999999997	rest	11	67395409	67397408
TBX10	2.2024	1.5282	0.92253	1.5744	1.9712	0.51254	1	2.2024	0.51254	0.23119999999999985	rest	11	67398774	67407031
ACY3	0.89736	0.96588	0.56453	0.85843	1.434	0.097607	0	1.434	0.097607	0.46812	rest	11	67410026	67418130
ALDH3B2	0.74451	0.6584	0.86447	-0.90241	0.012618	-0.81482	0	0.86447	-0.90241	0.11995999999999996	rest	11	67429633	67448685
ALDH3B1	1.6773	0.054542	-0.75567	-0.59771	-0.12839	-0.44123	0	1.6773	-0.75567	1.622758	rest	11	67776048	67796743
UNC93B1	1.6599	0.074865	-0.83462	-0.57698	-0.09562	-0.42179	0	1.6599	-0.83462	1.585035	rest	11	67758575	67771593
NDUFS8	1.9399	0.27653	-0.29387	-0.51117	0.14353	-0.42479	0	1.9399	-0.51117	1.66337	rest	11	67798084	67804114
TCIRG1	2.0677	0.31558	-0.16573	-0.38916	0.16422	-0.24327	1	2.0677	-0.38916	1.75212	rest	11	67806462	67818366
CHKA	1.3573	-0.53857	0.2512	-0.078913	0.81236	-0.43433	0	1.3573	-0.53857	0.54494	rest	11	67820326	67888858
SUV420H1	-0.040432	-0.37358	0.44486	0.53881	1.9591	0.41026	0	1.9591	-0.37358	1.42029	rest	11	67922330	67981250
C11orf24	1.6387	0.1342	2.19	3.3786	1.4287	1.8862	2	3.3786	0.1342	1.1886	rest	11	68028803	68039469
LRP5	7.8714	4.4043	4.6099	6.8969	3.6487	7.8521	6	7.8714	3.6487	0.019300000000000317	core	11	68080077	68216743
PPP6R3	7.1847	5.1204	4.6768	7.1992	4.5093	7.8665	6	7.8665	4.5093	0.6673	core	11	68228186	68382802
GAL	6.5594	2.902	2.7314	4.1873	0.98002	3.0337	5	6.5594	0.98002	2.3721000000000005	specific	11	68451983	68458643
MTL5	2.616	1.7067	0.92925	0.97053	-0.15445	0.92758	1	2.616	-0.15445	0.9093	rest	11	68474908	68518988
CPT1A	2.5449	1.782	0.93734	0.70381	-0.30563	1.1597	1	2.5449	-0.30563	0.7629000000000001	rest	11	68522088	68611878
IGHMBP2	1.2526	0.63599	0.14441	-0.75282	-0.044253	-0.44284	0	1.2526	-0.75282	0.6166099999999999	rest	11	68671319	68708070
MRPL21	1.3472	0.78295	0.20917	-0.66489	-0.2732	-0.29708	0	1.3472	-0.66489	0.5642499999999999	rest	11	68658744	68671303
MRGPRD	2.0292	1.599	0.40131	-0.69932	-1.1922	0.081819	1	2.0292	-1.1922	0.4301999999999999	rest	11	68747490	68748455
MRGPRF	0.74419	1.4349	-0.080973	-1.1724	-1.1831	0.5462	0	1.4349	-1.1831	0.69071	rest	11	68771862	68780850
TPCN2	0.32504	0.62414	-0.73502	-0.49224	-2.4174	0.079949	0	0.62414	-2.4174	0.29910000000000003	rest	11	68816350	68858072
MYEOV	-0.025473	0.22106	1.6838	-0.14169	1.0071	1.0044	0	1.6838	-0.14169	0.6766999999999999	rest	11	69061613	69064754
CCND1	3.5088	2.4432	3.6806	4.0087	3.4516	2.6193	6	4.0087	2.4432	0.32810000000000006	core	11	69455873	69469242
ORAOV1	2.5872	1.4581	2.6883	2.8248	1.9861	1.5699	3	2.8248	1.4581	0.1365000000000003	rest	11	69480331	69490165
FGF19	0.44164	0.46237	0.37901	1.0058	-0.089495	0.59983	0	1.0058	-0.089495	0.40597000000000005	rest	11	69513006	69519106
FGF4	0.23818	1.034	2.2657	1.5801	1.8231	0.76839	1	2.2657	0.23818	0.4425999999999999	rest	11	69587797	69590171
FGF3	0.1851	0.79479	1.937	2.2543	1.2842	1.017	1	2.2543	0.1851	0.31730000000000014	rest	11	69624736	69634192
ANO1	1.4829	-0.80858	-0.10021	1.207	-0.2696	0.36369	0	1.4829	-0.80858	0.27590000000000003	rest	11	69924408	70035651
FADD	0.1724	0.076966	0.29302	0.84778	-0.79188	0.79617	0	0.84778	-0.79188	0.051609999999999934	rest	11	70049269	70053508
PPFIA1	1.3654	0.0026097	0.34767	0.76229	-1.6594	-0.69854	0	1.3654	-1.6594	0.6031099999999999	rest	11	70116806	70230607
CTTN	1.3281	0.44003	0.35858	1.2279	-1.5951	-0.10014	0	1.3281	-1.5951	0.10020000000000007	rest	11	70244612	70282690
SHANK2	-1.1828	0.35826	-0.73398	-0.28327	-1.5746	0.82724	0	0.82724	-1.5746	0.46897999999999995	rest	11	70313961	70935808
NADSYN1	-0.79898	0.63581	-0.12758	-0.8897	1.3688	-0.067639	0	1.3688	-0.8897	0.73299	rest	11	71164217	71212586
DHCR7	-0.79288	0.47387	0.098458	-0.4989	1.2469	0.30849	0	1.2469	-0.79288	0.7730299999999999	rest	11	71145457	71159477
